,Source.Name,Assigned_Breach_Number,Date_Reported_To_OCA,Organization_Name,Breach_Type_Description,Breach_Occur_at_the_Reporting_Entity?,MA_Residents_Affected,SSNBreached,Account_Number_Breached,Drivers_Licenses_Breached,Credit_Debit_Numbers_Breached,Provided_Credit_Monitoring,Data_Encrypted,Mobile_Device_Lost_Stolen,Reported_Year
196,Data Breach Web Report  2020,16512,2020-02-20,"JPMorgan Chase Bank, N.A",Electronic,Yes,1.0,No,Yes,No,No,No,No,No,2020
197,Data Breach Web Report  2020,16513,2020-02-20,"Frobenius, Conaway & Company, P.C.",Electronic,Yes,11.0,Yes,Yes,No,No,Yes,No,No,2020
198,Data Breach Web Report  2020,16515,2020-02-20,Mr. Richard DeMaria of Wealth Capital Group,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2020
199,Data Breach Web Report  2020,16520,2020-02-20,The Hanover Insurance Company,Electronic,Yes,100.0,Yes,Yes,Yes,No,Yes,No,No,2020
200,Data Breach Web Report  2020,16522,2020-02-21,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
201,Data Breach Web Report  2020,16523,2020-02-21,Pacific Guardian Life Insurance Company Limited,Electronic,Yes,19.0,Yes,No,No,No,Yes,No,No,2020
202,Data Breach Web Report  2020,16524,2020-02-21,Covestro LLC,Electronic,Yes,153.0,Yes,No,No,No,Yes,No,No,2020
203,Data Breach Web Report  2020,16526,2020-02-21,"Nesnah Ventures, LLC",Electronic,Yes,2.0,No,Yes,No,No,No,No,No,2020
204,Data Breach Web Report  2020,16516,2020-02-21,"Central Research, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
205,Data Breach Web Report  2020,16528,2020-02-21,Urban Alliance Foundation,Electronic,Yes,2.0,No,Yes,No,Yes,Yes,No,No,2020
206,Data Breach Web Report  2020,16529,2020-02-21,"Lancaster Archery Supply, Inc.",Electronic,Yes,100.0,No,No,No,Yes,Yes,No,No,2020
207,Data Breach Web Report  2020,16530,2020-02-21,"WESCO Distribution, Inc.",Electronic,Yes,21.0,Yes,Yes,No,No,Yes,No,No,2020
208,Data Breach Web Report  2020,16527,2020-02-22,Prominent Title Agency,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2020
209,Data Breach Web Report  2020,16525,2020-02-22,"Tanglewood Manor, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
210,Data Breach Web Report  2020,16531,2020-02-24,Boston College High School,Electronic,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,No,2020
211,Data Breach Web Report  2020,16532,2020-02-24,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
212,Data Breach Web Report  2020,16533,2020-02-24,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
213,Data Breach Web Report  2020,16534,2020-02-24,"Apps Associates Holdings, LLC",Electronic,Yes,147.0,Yes,Yes,No,No,Yes,No,No,2020
214,Data Breach Web Report  2020,16536,2020-02-25,MediaRadar,Electronic,Yes,8.0,Yes,No,Yes,No,Yes,No,No,2020
215,Data Breach Web Report  2020,16537,2020-02-25,"Nextenture, Inc.",Electronic,Yes,10.0,Yes,No,No,No,Yes,No,No,2020
216,Data Breach Web Report  2020,16538,2020-02-25,County of Berks,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
217,Data Breach Web Report  2020,16539,2020-02-25,Citizens Financial Group,Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2020
218,Data Breach Web Report  2020,16540,2020-02-25,"Reliant Medical Group, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
219,Data Breach Web Report  2020,16544,2020-02-25,"BST & Co. CPAs, LLP",Electronic,Yes,14.0,Yes,No,No,No,Yes,No,No,2020
220,Data Breach Web Report  2020,16545,2020-02-25,AFTRA Retirement Fund,Electronic,Yes,8222.0,Yes,No,No,No,Yes,No,No,2020
221,Data Breach Web Report  2020,16546,2020-02-25,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
222,Data Breach Web Report  2020,16547,2020-02-25,The Village Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2020
223,Data Breach Web Report  2020,16548,2020-02-26,PEF Services LLC,Electronic,Yes,76.0,Yes,Yes,No,No,Yes,No,No,2020
224,Data Breach Web Report  2020,16549,2020-02-26,Anthem Blue Cross & Blue Shield,Electronic,Yes,26.0,Yes,Yes,No,No,Yes,No,No,2020
225,Data Breach Web Report  2020,16553,2020-02-26,Munson Healthcare,Electronic,Yes,12.0,Yes,No,No,No,Yes,No,No,2020
226,Data Breach Web Report  2020,16541,2020-02-26,WINCHESTER SAVINGS BANK,Electronic,No,4.0,No,Yes,No,Yes,No,No,No,2020
227,Data Breach Web Report  2020,16542,2020-02-26,SAVERS BANK,Electronic,No,2.0,No,No,No,Yes,No,No,No,2020
228,Data Breach Web Report  2020,16543,2020-02-26,SAVERS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
229,Data Breach Web Report  2020,16555,2020-02-26,Lemery Greisler LLC,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
230,Data Breach Web Report  2020,16558,2020-02-27,"Gullett Holdings, Inc.",Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2020
231,Data Breach Web Report  2020,16559,2020-02-27,"Omaha Hotels, Inc.",Electronic,Yes,1.0,No,No,Yes,Yes,No,No,No,2020
232,Data Breach Web Report  2020,16560,2020-02-27,RailWorks Corporation,Electronic,Yes,124.0,Yes,No,Yes,No,Yes,No,No,2020
233,Data Breach Web Report  2020,16561,2020-02-27,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
234,Data Breach Web Report  2020,16562,2020-02-27,Main Street Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2020
235,Data Breach Web Report  2020,16563,2020-02-27,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
236,Data Breach Web Report  2020,16565,2020-02-28,"Wells Fargo Bank, N.A.",Electronic,Yes,5.0,No,Yes,No,Yes,Yes,No,No,2020
237,Data Breach Web Report  2020,16566,2020-02-28,The Village Bank,Electronic,Yes,2.0,No,No,No,Yes,No,No,No,2020
238,Data Breach Web Report  2020,16567,2020-02-28,WINCHESTER SAVINGS BANK,Electronic,No,8.0,No,No,No,Yes,No,No,No,2020
239,Data Breach Web Report  2020,16568,2020-02-28,Eastern Virginia Medical School,Electronic,Yes,9.0,Yes,No,No,No,Yes,No,No,2020
240,Data Breach Web Report  2020,16569,2020-02-28,Shamrock Green Holdings d/b/a FM Expressions,Electronic,Yes,2.0,No,No,No,Yes,No,No,No,2020
241,Data Breach Web Report  2020,16570,2020-02-28,Tufts Health Plan,Electronic,Yes,9.0,Yes,No,No,No,Yes,No,No,2020
242,Data Breach Web Report  2020,16572,2020-02-28,Tufts Health Plan,Electronic,Yes,53.0,Yes,No,No,No,Yes,No,No,2020
243,Data Breach Web Report  2020,16573,2020-03-02,"American Express Travel Related Services Company, Inc",Electronic,No,2.0,No,No,No,Yes,No,No,No,2020
244,Data Breach Web Report  2020,16574,2020-03-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
245,Data Breach Web Report  2020,16575,2020-03-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
246,Data Breach Web Report  2020,16576,2020-03-02,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
247,Data Breach Web Report  2020,16578,2020-03-02,Tennessee Orthopaedic Alliance,Electronic,Yes,12.0,Yes,No,No,No,Yes,No,No,2020
248,Data Breach Web Report  2020,16580,2020-03-03,Silver and Feldman Attorneys at Law,Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2020
249,Data Breach Web Report  2020,16581,2020-03-03,Positec Tool Corporation,Electronic,Yes,20.0,No,No,No,Yes,No,No,No,2020
250,Data Breach Web Report  2020,16582,2020-03-03,Oki Data Americas,Electronic,Yes,2.0,Yes,Yes,Yes,Yes,Yes,No,No,2020
251,Data Breach Web Report  2020,16583,2020-03-03,"Fiondella, Milone & LaSaracina LLP",Electronic,Yes,24.0,Yes,No,No,No,Yes,No,No,2020
252,Data Breach Web Report  2020,16584,2020-03-03,"O'Hagan Meyer, LLC",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
253,Data Breach Web Report  2020,16585,2020-03-03,"Cygnus Home Service, LLC d/b/a Schwan's Home Service",Electronic,Yes,13.0,Yes,No,No,No,Yes,No,No,2020
254,Data Breach Web Report  2020,16586,2020-03-04,The Infosoft Group LLC,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
255,Data Breach Web Report  2020,16587,2020-03-04,"Racine County, Wisconsin",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
256,Data Breach Web Report  2020,16589,2020-03-04,EMC National Life Company,Electronic,Yes,22.0,Yes,No,No,No,Yes,No,No,2020
257,Data Breach Web Report  2020,16591,2020-03-05,"Charles Schwab & Co., Inc.",Electronic,Yes,2.0,No,Yes,No,No,Yes,No,No,2020
258,Data Breach Web Report  2020,16593,2020-03-05,Wells Fargo Bank,Electronic,Yes,3.0,No,Yes,No,No,Yes,No,No,2020
259,Data Breach Web Report  2020,16588,2020-03-05,Carnival Corporation & PLC,Electronic,Yes,2182.0,Yes,Yes,Yes,Yes,Yes,No,No,2020
260,Data Breach Web Report  2020,16594,2020-03-06,Southbridge Credit Union,Electronic,Yes,1048.0,No,No,No,Yes,No,No,No,2020
261,Data Breach Web Report  2020,16596,2020-03-06,"NYR Organic, Inc.",Electronic,Yes,361.0,Yes,Yes,No,No,Yes,No,No,2020
262,Data Breach Web Report  2020,16597,2020-03-06,"Doyle Wealth Management, Inc.",Electronic,Yes,11.0,Yes,Yes,No,No,Yes,No,No,2020
263,Data Breach Web Report  2020,16598,2020-03-06,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
264,Data Breach Web Report  2020,16599,2020-03-06,"Lonza North America, Inc.",Electronic,No,1.0,Yes,Yes,Yes,Yes,Yes,No,No,2020
265,Data Breach Web Report  2020,16600,2020-03-06,CliftonLarsonAllen LLC,Electronic,Yes,6.0,Yes,No,No,No,Yes,No,No,2020
266,Data Breach Web Report  2020,16601,2020-03-06,Meadville Medical Center,Electronic,Yes,2.0,Yes,Yes,Yes,No,Yes,No,No,2020
267,Data Breach Web Report  2020,16602,2020-03-06,"James River Asset Management, LLC",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
268,Data Breach Web Report  2020,16603,2020-03-06,"Department of Commerce Federal Credit Union
(“DOCFCU”)",Electronic,Yes,10.0,Yes,Yes,No,No,Yes,No,No,2020
269,Data Breach Web Report  2020,16604,2020-03-06,KeyBank,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2020
270,Data Breach Web Report  2020,16605,2020-03-09,Berkshire Bank,Electronic,Yes,214.0,No,No,No,Yes,No,No,No,2020
271,Data Breach Web Report  2020,16606,2020-03-09,"Eversana Life Sciences Services, LLC",Electronic,Yes,63.0,Yes,Yes,No,No,Yes,No,No,2020
272,Data Breach Web Report  2020,16608,2020-03-09,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
273,Data Breach Web Report  2020,16609,2020-03-09,National Filter Media,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
274,Data Breach Web Report  2020,16610,2020-03-09,"Hahn Financial Group, Inc.",Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2020
275,Data Breach Web Report  2020,16611,2020-03-10,TrueFire LLC,Electronic,No,162.0,No,No,No,Yes,No,No,No,2020
276,Data Breach Web Report  2020,16612,2020-03-10,St. Marys Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
277,Data Breach Web Report  2020,16613,2020-03-10,The Prudential Insurance Company of America,Electronic,No,26.0,Yes,Yes,No,No,Yes,No,No,2020
278,Data Breach Web Report  2020,16614,2020-03-10,"Choctaw Global, LLC",Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2020
279,Data Breach Web Report  2020,16615,2020-03-10,Town of Bristol Rhode Island’s Department of Public Works,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2020
280,Data Breach Web Report  2020,16616,2020-03-11,Woods & Woods LLC,Electronic,Yes,213.0,Yes,Yes,No,No,Yes,No,No,2020
281,Data Breach Web Report  2020,16617,2020-03-11,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
282,Data Breach Web Report  2020,16618,2020-03-11,"The Results Companies, LLC",Electronic,Yes,31.0,Yes,No,Yes,No,Yes,No,No,2020
283,Data Breach Web Report  2020,16624,2020-03-11,Northeast Radiology,Electronic,Yes,487.0,Yes,No,No,No,Yes,No,No,2020
284,Data Breach Web Report  2020,16625,2020-03-12,"Greater Washington Educational Telecommunications Association, Inc.",Electronic,Yes,10.0,Yes,Yes,No,No,Yes,No,No,2020
285,Data Breach Web Report  2020,16626,2020-03-12,Chapdelaine Law OfficePC,Electronic,No,100.0,Yes,Yes,Yes,No,No,No,No,2020
286,Data Breach Web Report  2020,16627,2020-03-12,"Relation Insurance Inc., d/b/a Relation Insurance Services of Georgia",Electronic,Yes,6.0,Yes,No,No,No,Yes,No,No,2020
287,Data Breach Web Report  2020,16628,2020-03-13,UMass Memorial Medical Group,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
288,Data Breach Web Report  2020,16629,2020-03-13,General Electric Company (“GE”),Electronic,No,6.0,Yes,Yes,Yes,No,Yes,No,No,2020
289,Data Breach Web Report  2020,16630,2020-03-13,Wichita State University,Electronic,Yes,769.0,Yes,No,No,No,Yes,No,No,2020
290,Data Breach Web Report  2020,16631,2020-03-13,"Partnervest Advisory Services, LLC",Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2020
291,Data Breach Web Report  2020,16632,2020-03-13,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
292,Data Breach Web Report  2020,16633,2020-03-13,"BGGMC, LLC / Hotel Contessa",Electronic,No,42.0,No,No,No,Yes,No,No,No,2020
293,Data Breach Web Report  2020,16634,2020-03-13,"Kids 2, Inc.",Electronic,Yes,4.0,Yes,Yes,No,No,Yes,No,No,2020
294,Data Breach Web Report  2020,16647,2020-03-13,Benchmark Education Company,Electronic,Yes,22.0,Yes,Yes,No,No,Yes,No,No,2020
295,Data Breach Web Report  2020,16648,2020-03-13,Sceptre Hospitality Resources,Electronic,Yes,27.0,No,No,No,Yes,Yes,No,No,2020
296,Data Breach Web Report  2020,16649,2020-03-13,Chesapeake Bank of Maryland,Electronic,Yes,3.0,Yes,Yes,Yes,Yes,Yes,No,No,2020
297,Data Breach Web Report  2020,16643,2020-03-16,DiPrete Engineering Associates Inc.,Electronic,Yes,2.0,Yes,No,Yes,No,Yes,No,No,2020
298,Data Breach Web Report  2020,16644,2020-03-16,Peoples United Bank,Electronic,Yes,2.0,Yes,Yes,No,No,Yes,No,No,2020
299,Data Breach Web Report  2020,16645,2020-03-16,"Avalon Health Care Management, Inc.",Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2020
300,Data Breach Web Report  2020,16650,2020-03-17,"SafeRack, LLC",Electronic,Yes,8.0,Yes,Yes,No,No,Yes,No,No,2020
301,Data Breach Web Report  2020,16656,2020-03-17,The Commonwealth of Massachusetts Executive Office of Health & Human Services Office of Medicaid,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2020
302,Data Breach Web Report  2020,16657,2020-03-17,Eastern Bank,Electronic,No,107.0,No,No,No,Yes,No,No,No,2020
303,Data Breach Web Report  2020,16635,2020-03-17,First Federal Bank & Trust,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2020
304,Data Breach Web Report  2020,16636,2020-03-17,"Tandem Diabetes Care, Inc.",Electronic,Yes,99.0,Yes,No,No,No,Yes,No,No,2020
305,Data Breach Web Report  2020,16637,2020-03-17,The Nature Conservancy,Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2020
306,Data Breach Web Report  2020,16638,2020-03-17,"Mark Nichols, CPA",Electronic,Yes,466.0,Yes,Yes,No,Yes,Yes,No,No,2020
307,Data Breach Web Report  2020,16639,2020-03-17,TRP Sumner PLLC,Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2020
308,Data Breach Web Report  2020,16640,2020-03-17,"Wells Fargo Bank, N.A.",Electronic,Yes,15.0,No,Yes,No,Yes,Yes,No,No,2020
309,Data Breach Web Report  2020,16641,2020-03-17,Town of Houlton Police Department,Electronic,Yes,4.0,Yes,Yes,Yes,No,Yes,No,No,2020
310,Data Breach Web Report  2020,16642,2020-03-17,St. Marys Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
311,Data Breach Web Report  2020,16653,2020-03-18,"Robert Silman Associates Structural Engineers, D.P.C.",Electronic,Yes,1.0,No,No,No,Yes,Yes,No,No,2020
312,Data Breach Web Report  2020,16654,2020-03-18,Banfi Products Corporation,Electronic,Yes,39.0,Yes,No,Yes,No,Yes,No,No,2020
313,Data Breach Web Report  2020,16655,2020-03-18,The Village Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2020
314,Data Breach Web Report  2020,16651,2020-03-18,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
315,Data Breach Web Report  2020,16652,2020-03-19,Firstmark Services,Electronic,Yes,1.0,No,Yes,No,No,No,No,No,2020
316,Data Breach Web Report  2020,16661,2020-03-19,National Grid,Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2020
317,Data Breach Web Report  2020,16662,2020-03-20,Cirtec Medical Corporation,Electronic,Yes,583.0,Yes,No,Yes,No,Yes,No,No,2020
318,Data Breach Web Report  2020,16663,2020-03-20,Discover Financial Services,Electronic,No,40.0,No,No,No,Yes,No,No,No,2020
319,Data Breach Web Report  2020,16664,2020-03-20,General Electric Company,Electronic,No,487.0,Yes,Yes,Yes,No,Yes,No,No,2020
320,Data Breach Web Report  2020,16665,2020-03-20,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
321,Data Breach Web Report  2020,16666,2020-03-20,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
322,Data Breach Web Report  2020,16667,2020-03-20,Adams Community Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
323,Data Breach Web Report  2020,16668,2020-03-20,Discover Financial Services,Electronic,No,9.0,No,No,No,Yes,No,No,No,2020
324,Data Breach Web Report  2020,16659,2020-03-20,Steele County,Electronic,Yes,2.0,No,No,Yes,No,No,No,No,2020
325,Data Breach Web Report  2020,16660,2020-03-20,Censeo Consulting Group Inc,Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2020
326,Data Breach Web Report  2020,16670,2020-03-22,"The Roasterie, Inc",Electronic,Yes,27.0,No,No,No,Yes,Yes,No,No,2020
327,Data Breach Web Report  2020,16672,2020-03-23,North Shore Medical Center,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
328,Data Breach Web Report  2020,16673,2020-03-23,Hajoca Corporation,Electronic,Yes,170.0,No,No,No,Yes,Yes,No,No,2020
329,Data Breach Web Report  2020,16674,2020-03-23,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
330,Data Breach Web Report  2020,16675,2020-03-23,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
331,Data Breach Web Report  2020,16676,2020-03-23,"Enerco Group, Inc.",Electronic,Yes,12.0,No,Yes,No,Yes,Yes,No,No,2020
332,Data Breach Web Report  2020,16679,2020-03-23,"Ciccone, Koseff & Company, P.C.",Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2020
333,Data Breach Web Report  2020,16680,2020-03-24,Legacy Mutual Mortgage,Electronic,Yes,5.0,Yes,No,No,No,Yes,No,No,2020
334,Data Breach Web Report  2020,16678,2020-03-24,"Matrix Absence Management, Inc.",Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2020
335,Data Breach Web Report  2020,16696,2020-03-25,VMS Fund Administration LLC,Electronic,Yes,48.0,Yes,No,No,No,Yes,No,No,2020
336,Data Breach Web Report  2020,16697,2020-03-25,BFS Capital,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
337,Data Breach Web Report  2020,16698,2020-03-25,"Rosenfelt, Siegel & Goldberg CPA",Electronic,Yes,7.0,Yes,No,No,No,Yes,No,No,2020
338,Data Breach Web Report  2020,16699,2020-03-25,Total Quality Logistics,Electronic,Yes,32.0,Yes,Yes,No,No,Yes,No,No,2020
339,Data Breach Web Report  2020,16592,2020-03-25,The Village Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2020
340,Data Breach Web Report  2020,16677,2020-03-26,WINCHESTER SAVINGS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
341,Data Breach Web Report  2020,16693,2020-03-26,Farm Family Casualty Insurance Company,Electronic,No,21.0,Yes,No,No,No,Yes,No,No,2020
342,Data Breach Web Report  2020,16694,2020-03-26,Bristol Bay Native Corporation,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2020
343,Data Breach Web Report  2020,16695,2020-03-26,"Federated Group, Inc.",Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2020
344,Data Breach Web Report  2020,16687,2020-03-27,"Nature's Way Brands, LLC",Electronic,Yes,18.0,Yes,Yes,Yes,No,Yes,No,No,2020
345,Data Breach Web Report  2020,16688,2020-03-27,"American Express Travel Related Services Company, Inc.",Electronic,No,8.0,No,No,No,Yes,No,No,No,2020
346,Data Breach Web Report  2020,16690,2020-03-27,"Purcell Communications, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
347,Data Breach Web Report  2020,16691,2020-03-27,"American Express Travel Related Services Company, Inc",Electronic,No,3.0,No,No,No,Yes,No,No,No,2020
348,Data Breach Web Report  2020,16692,2020-03-27,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
349,Data Breach Web Report  2020,16683,2020-03-30,UniBank for Savings,Electronic,No,1.0,No,Yes,No,No,No,No,No,2020
350,Data Breach Web Report  2020,16684,2020-03-30,The Village Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2020
351,Data Breach Web Report  2020,16685,2020-03-30,"American Express Travel Related Services Company, Inc.",Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
352,Data Breach Web Report  2020,16686,2020-03-30,"American Express Travel Related Services Company, Inc.",Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
353,Data Breach Web Report  2020,16701,2020-03-30,Zerbee LLC,Electronic,Yes,50.0,No,No,No,Yes,No,No,No,2020
354,Data Breach Web Report  2020,16703,2020-03-30,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
355,Data Breach Web Report  2020,16706,2020-03-30,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
356,Data Breach Web Report  2020,16707,2020-03-30,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2020
357,Data Breach Web Report  2020,16708,2020-03-30,"Tann, Brown, & Russ Co",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2020
358,Data Breach Web Report  2020,16702,2020-03-31,The Huntington National Bank,Electronic,Yes,2.0,No,Yes,No,No,Yes,No,No,2020
359,Data Breach Web Report  2020,16681,2020-03-31,Jamaica National Bank,Electronic,Yes,834.0,Yes,Yes,Yes,Yes,Yes,No,No,2020
360,Data Breach Web Report  2020,16700,2020-03-31,Intuit,Electronic,Yes,3.0,Yes,Yes,Yes,No,Yes,No,No,2020
361,Data Breach Web Report  2020,16714,2020-03-31,"Freedom Financial Network, LLC",Electronic,No,18.0,Yes,No,No,Yes,Yes,No,No,2020
362,Data Breach Web Report  2020,16715,2020-03-31,"Confidio, LLC",Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2020
